分类,研报标题,类型,评级,分享时间,来源页,抓取时间,摘要,作者,页数,日期,分享者
行业分析,五矿证券-有色金属行业：矿业巨头启示录系列之四，广积粮，筑高墙——日本财团资源布局分析-250807,,看好,,3,2025-08-07 09:12:49,日本资源国际化先锋，海外资源超越本土。日本是矿产资源贫乏国，有储量的矿种仅十余种，且多数不具备经济开采价值。1960年代日本通过大财团布局海外资源，截至目前日本境外从处于勘查到...,李烁，王小芃,45,2025-08-07,dab****02
行业分析,德邦证券-基础化工行业点评：供应缩量&外需强劲，甲酸价格快速上行-250807,,优于大市,,3,2025-08-07 09:12:49,"投资要点：
　　事件：根据百川盈孚，截至8月6日，甲酸价格为3550元/吨，较前一日上涨300元/吨，涨幅+9.23%；较上周+35.50%，较上月+54.35%。
　　点评：...",王华炳,2,2025-08-07,ji***s
行业分析,光大证券-建筑建材及新兴产业行业：基础设施公募REITs估值跟踪-250806,,,,3,2025-08-07 09:12:49,2025年8月6日，中证REITs全收益指数环比上升0.03%，收于1094.3；市场总成交金额环比下降3.6%，为5.43亿元；换手率为0.59%，环比下降0.02pct；工...,孙伟风，吴钰洁,1,2025-08-07,yu***n
行业分析,东吴证券-机械设备行业点评报告：《上海市具身智能产业发展实施方案》发布，助推产业迈向能力跃迁新阶段-250806,,增持,,3,2025-08-07 09:12:49,"投资要点
　　事件：上海市政府办公厅发布《上海市具身智能产业发展实施方案》
　　2025年8月6日，据上海经信委消息，上海市人民政府办公厅日前发布《上海市具身智能产业发展实施方...",周尔双，钱尧天,2,2025-08-07,ro***k
行业分析,东吴证券-保险Ⅱ行业点评报告：上海出台健康险新政，积极支持商保与创新药械发展-250806,,增持,,3,2025-08-07 09:12:49,"投资要点
　　【事件】8月6日上海市七部门联合印发《关于促进商业健康保险高质量发展助力生物医药产业创新的若干措施》，促进医保商保共同发展支持创新药械。
　　拓宽商业健康保险保障...",孙婷，曹锟,4,2025-08-07,kay****wq
行业分析,太平洋证券-房地产行业深度研究报告：房地产行业报告——现房销售制度浅析-250806,,,,3,2025-08-07 09:12:49,"报告摘要
　　一、现房销售规模的现状。2015-2021年期间，随着房地产市场快速发展以及期房预售制的应用，现房销售占比由23%回落至10%，2022年后现房销售占比持续上升，...",徐超，戴梓涵,27,2025-08-06,lt***z
行业分析,国信证券-农林牧渔行业农产品研究跟踪系列报告（168）：新一轮牛价上涨已开启，看好牧业大周期景气向上-250806,,优于大市,,3,2025-08-07 09:12:49,"周度农产品跟踪：新一轮牛价上涨已开启，生猪价格支撑较强。
　　生猪：产能维持低波动，预计2025年猪价景气有望延续。8月1日生猪价格14.19元/公斤，周环比+0.78%；7k...",鲁家瑞，李瑞楠，江海航,27,2025-08-06,zinn******ile
行业分析,联合资信-2025年上半年房地产行业信用风险总结及展望-250806,,,,3,2025-08-07 09:12:49,2025上半年，政策端扩需求、去库存并进，旨在促进房地产市场止跌回稳，宽松政策效应下国内房地产销售及开发等降幅有所收窄，商品住宅广义库存去化周期年内持续下降，但仍处高位，且房价...,卢瑞，朱一汀，张超,13,2025-08-06,lih****u1
行业分析,国金证券-石油化工行业深度研究：从炼油消费结构演变，揭示当前炼油行业发展与投资方向-250806,,买入,,3,2025-08-07 09:12:49,"投资逻辑
　　本篇报告是石油基本面研究框架中需求端的深度报告，主要从全球原油消费格局、一次炼油产品消费结构、炼厂产能开工率等方面的历史数据的发展变化出发，分析石油需求、炼油消费...",陈屹,18,2025-08-06,恩**下
行业分析,东吴证券-摩托车行业深度系列第四篇：全球动力运动龙头的成长之路——春风动力复盘与展望-250806,,,,3,2025-08-07 09:12:49,"核心结论
　　本篇报告为摩托车深度系列第四篇，此前我们已经发布第一篇《摩托车行业深度：内销与出口共振，大排量引领向上》、第二篇《摩托车出海专题：万亿市场重塑中国品牌成长空间》、...",黄细里,73,2025-08-06,hi***r
行业分析,华西证券-有色金属行业~海外季报：Kazatomprom 2025Q2铀产量（100%基础）环比增加17%至6，609吨U3O8，2025年计划产量仍为25000~26500吨（100%基础）-250806,,推荐,,3,2025-08-07 09:12:49,"季报重点内容:
　　2025Q2生产经营情况
　　2025Q2铀产量（100%基础）为6,609吨U3O8，环比增加17%，同比增加14%。
　　2025Q2铀权益产量为吨3,...",晏溶,5,2025-08-06,sun****ng
行业分析,天风证券-基础化工行业点评：“反内卷”背景下——纯碱行业的投资机会-250806,,中性,,3,2025-08-07 09:12:49,"我国为全球最主要的生产国，产量占据全球的51%
　　2016-2022年政策影响下产能增长趋缓，近两年新增产能以天然碱为主。据百川盈孚统计，截至2024年我国纯碱产能为4345...",杨滨钰，唐婕，张峰,7,2025-08-06,小**虎
行业分析,华西证券-有色金属行业~海外季报：Orano 2025H1收入同比增长17.6%至26.72亿欧元，归属于母公司所有者的净利润同比扭亏为盈至1.09亿欧元-250806,,推荐,,3,2025-08-07 09:12:49,"季报重点内容:
　　财务业绩情况
　　1）未完成订单
　　2025H1，订单额达12.33亿欧元，其中77%用于出口。
　　2025H1，Orano的未完成订单额为330亿欧元...",晏溶,6,2025-08-06,qing******100
投资策略,天风证券-策略专题：AI主线归来的探讨-250807,,,,1,2025-08-07 09:12:53,核心结论：历史单边上涨行情中，启动较早，且较早完成一轮调整的主线，往往能够开启第二波涨幅，成为长期主线。我们认为，AI经历3-5月的调整与近两个月的缓慢抬头，满足启动再次成为主...,吴开达，孙希民,8,2025-08-07,ymga******001
投资策略,慧博智能投研-慧博研报炼金之研报头条精华：美国经济成色究竟如何？-250807,,,,1,2025-08-07 09:12:53,"国际（一）——美国经济成色究竟如何？
　　关税给今年的宏观研究添了很多麻烦，这让“美国经济真的能完全摆脱关税和高利率的影响平稳‘着陆’？”这个困扰了大家多年的问题更加难以回答。...",慧博智能投研,24,2025-08-07,慧博
投资策略,粤开证券-粤开市场日报-250807,,,,1,2025-08-07 09:12:53,"今日关注
　　指数涨跌情况：今日A股主要宽基指数涨少跌多。截止收盘，沪指涨0.16%，收报3639.67点；深证成指跌0.18%，收报11157.94点；创业板指跌0.68%，...",孟之绪,6,2025-08-07,xhl****90
投资策略,财信证券-经济金融高频数据周报-250804,,,,1,2025-08-07 09:12:53,"全球经济及通胀：经济活跃度下行，通胀走低。
　　全球经济活跃度有所下行，2025年7月26日至8月1日BDI指数当周日均值为2070.2点，较上周下降67.00点；通胀走低，C...",叶彬,22,2025-08-07,chi****ua
投资策略,华安证券-银行放大镜系列1：中报分红将在今年底和明年初显著提升股息率-250806,,,,1,2025-08-07 09:12:53,"分子端导致股息率跳跃变化的方向取决于银行近12个月累计分红规模边际变化，且每当规模边际变化1亿元将同向影响股息率百分之6。
　　7月以来银行股息率大幅下降，核心原因在于近12个...",郑小霞，刘超，陈博,18,2025-08-07,adj****10
投资策略,华安证券-中报分红将在今年底和明年初显著提升股息率—银行放大镜系列1-250806,,,,1,2025-08-07 09:12:53,"主要观点
　　分子端导致股息率跳跃变化的方向取决于银行近 12个月累计分红规模边际变化，且每当规模边际变化1亿元将同向影响股息率百分之6。
　　7月以来银行股息率大幅下降，核心...",郑小霞，刘超，陈博,18,2025-08-07,花**k
投资策略,太平洋证券-策略日报：沪指收盘年内新高-250806,,,,1,2025-08-07 09:12:53,"大类资产跟踪
　　债券市场：利率债窄幅震荡，长端小幅收跌。国内股市大的上涨趋势没有改变，当前股市风险偏好持续上升，我们维持大方向上股涨债跌的判断。同时货币政策整体保持宽松下，基...",张冬冬，吴步升,12,2025-08-06,fc***m
投资策略,万联证券-策略跟踪报告：美国对等关税政策动态跟踪-250806,,,,1,2025-08-07 09:12:53,中美开展第三轮贸易磋商，对等关税政策继续延期：7月28日至29日，美中高层在瑞典首都斯德哥尔摩进行了对等关税延期谈判，重点讨论是否延长目前的关税停战协议，并为两国元首峰会铺路。...,宫慧菁,6,2025-08-06,why****zx
投资策略,东吴证券-北交所定期报告：上海具身智能产业规划出炉，北证50指数收涨1.58％-250806,,,,1,2025-08-07 09:12:53,资本市场新闻：2025世界机器人大会将在京开幕，绩优概念股出炉。2025世界机器人大会将于8月8日至12日在北京经济技术开发区北人亦创国际会展中心举办。展会现场，200余家国内...,朱洁羽，易申申，余慧勇,7,2025-08-06,fff****56
投资策略,源达信息-机构调研、股东增持与公司回购策略周报-250806,,,,1,2025-08-07 09:12:53,"机构调研热门公司梳理
　　近30天机构调研数前二十的热门公司有冰轮环境、北方稀土、威力传动、大族激光和中国重汽等。近5天机构调研数前二十的热门公司有因赛集团、威力传动、天龙股份...",褚聪聪,12,2025-08-06,rit****sj
投资策略,天风证券-“美国宏微观”系列一：“对等关税”，渐行渐近的灰犀牛-250806,,,,1,2025-08-07 09:12:53,导读：传统的宏观策略研究范式中，对于资产价格方向的把握主要依赖于对于宏观经济数据的解读；然而，当经济数据的有效性受到冲击时，研究方法或应出现新的进步。在这种环境下，代表总量性特...,吴开达,14,2025-08-06,yur****15
投资策略,粤开证券-市场日报-250806,,,,1,2025-08-07 09:12:53,"投资要点
　　今日关注
　　指数涨跌情况：今日A股主要宽基指数全数上涨。截止收盘，沪指涨0.45%，收报3633.99点；深证成指涨0.64%，收报11177.78点；创业板指...",孟之绪,6,2025-08-06,bob****iu
投资策略,慧博智能投研-慧博研报炼金之研报头条精华：特朗普“ 对等关税 2.0” 有哪些变化？为什么？影响几何？-250806,,,,1,2025-08-07 09:12:53,"国际（一）——特朗普“税对等关税2.0”有哪些变化？为什么？影响几何？
　　（一）“对等关税2.0”有哪些变化？为什么？
　　1.关税税率总体下调，分类分档重定“对等关税”
　...",慧博智能投研,22,2025-08-06,慧博
投资策略,国信证券-ESG热点周聚焦（8月第1期）：可持续信息鉴证接轨国际准则-250806,,,,1,2025-08-07 09:12:53,"核心观点
　　海外ESG热点事件：海外ESG发展呈现监管强化、技术创新与资本扩张并存态势。政策层面，美国佛罗里达州对SBTi和CDP启动反垄断调查引发市场寒蝉效应疑虑，欧盟委员...",王开，陈凯畅,22,2025-08-06,gl***t
投资策略,国信证券-北交所2025年7月月报：北交所两融余额创历史新高，IPO受理再提速?-250806,,,,1,2025-08-07 09:12:53,"核心观点
　　本月北交所股票成交活跃度与上月相比微降，两融余额创历史新高。
　　本月北交所新增上市公司1家，为鼎佳精密（920005.BJ）。北交所上市公司总数为269家，总市...",王学恒，陶鹂春,32,2025-08-06,ren****ng
投资策略,申港证券-策略周报：上周跟踪的基准指数全面下跌-250804,,,,1,2025-08-07 09:12:53,"投资摘要：
　　上周各主要指数具体表现分别为：沪深300指数涨跌幅为-1.75%，上证指数涨跌幅-0.94%，深证成指涨跌幅为-1.58%，创业板涨跌幅为-0.74%，中证50...",徐广福,7,2025-08-06,lee****ly
投资策略,东吴证券-北交所定期报告：七部门发布金融支持新型工业化指导意见-250805,,,,1,2025-08-07 09:12:53,资本市场新闻：1）七部门联合发布金融支持新型工业化指导意见。中国人民银行等七部门印发文件，明确到2027年形成支持制造业高端化、智能化、绿色化发展的成熟金融体系，强化贷款、债券...,朱洁羽，易申申，余慧勇,7,2025-08-05,vict******nke
投资策略,太平洋证券-策略日报：沪指重返3600-250805,,,,1,2025-08-07 09:12:53,"大类资产跟踪
　　债券市场：利率债全天震荡走高，小幅收涨。国内股市大的上涨趋势没有改变，我们维持大方向上股涨债跌的判断。后续展望：股市大盘突破，债市预计震荡下跌后，高位震荡。
...",张冬冬，吴步升,12,2025-08-05,boy****tu
投资策略,华福证券-2024年抗肿瘤药物医保目录准入回顾-250805,,,,1,2025-08-07 09:12:53,"抗肿瘤药医保准入持续加速，靶点加速覆盖、放量效应显著
　　2024年新增91款药物中，抗肿瘤及免疫调节剂占29款、谈判品种院端销售额579亿元，医保仍是创新药放量核心渠道。AL...",赵月,8,2025-08-05,he***e
投资策略,天风证券-政策与大类资产配置月观察：灰犀牛与反脆弱-250805,,,,1,2025-08-07 09:12:53,"海内外政策要闻
　　政治局会议研究下半年经济工作。中共中央政治局7月30日召开会议，分析研究当前经济形势和经济工作。会议认为，今年以来，在以习近平同志为核心的党中央坚强领导下，...",吴开达，叶慧超,24,2025-08-05,run****un
投资策略,开源证券-机构调研周跟踪：机构关注度提升，汽车、电力设备、基础化工-250805,,,,2,2025-08-07 09:12:54,"“机构调研信息”是投资者决策过程当中，重要的信息补充
　　机构调研是资本市场信息传递和价值挖掘的重要环节。对于专业机构而言，是深度研究、投资决策的关键步骤。相较财务信息，机构调...",韦冀星，简宇涵,9,2025-08-05,双眼***狗
投资策略,慧博智能投研-慧博研报炼金之研报头条精华：“ 人工智能+”VS“ 互联网+” -250805,,,,2,2025-08-07 09:12:54,"策略——“人工智能+”VS“互联网+”
　　（一）2015年“互联网+”行情如何演绎
　　1.2015年“互联网+”政策回眸
　　“互联网+”概念前期酝酿已久，2015年3月5...",慧博智能投研,17,2025-08-05,慧博
投资策略,粤开证券-粤开市场日报-250805,,,,2,2025-08-07 09:12:54,"今日关注
　　指数涨跌情况：今日A股主要宽基指数全数上涨。截止收盘，沪指涨0.96%，收报3617.60点；深证成指涨0.59%，收报11106.96点；创业板指涨0.39%，...",孟之绪,6,2025-08-05,emma******311
投资策略,华龙证券-A股投资策略周报告：调整企稳后将延续向上运行-250804,,,,2,2025-08-07 09:12:54,"摘要（核心观点）：
　　上周全球权益市场多数调整。一是上周一些重要关键因素的影响，如美国关税政策落地，尽管整体加征税率有所下降，但特定产品领域关税税率较高；美国劳动力市场走弱，...",朱金金,12,2025-08-05,do***e
投资策略,太平洋证券-估值与盈利周观察——8月第1期：调整-250804,,,,2,2025-08-07 09:12:54,市场估值普跌，微盘股与国证2000居前。上周宽基指数估值普跌，微盘股表现最优，红利表现最弱。从PE、PB偏离度的角度看，食品饮料、农林牧渔、公用事业等行业估值较为便宜。向前看，...,张冬冬，吴步升,17,2025-08-05,i**y
投资策略,太平洋证券-策略日报：低开高走-250804,,,,2,2025-08-07 09:12:54,"大类资产跟踪
　　债券市场：利率债全天震荡走低。股债跷跷板效应明显，午后A股指数走强下，利率债震荡走低。技术面上看，A股指数有企稳走高的趋势，预计跷跷板效应将延续。后续展望：股...",张冬冬，吴步升,11,2025-08-05,jil****11
投资策略,太平洋证券-流动性与仓位周观察——8月第1期：资金净流入，交投活跃度下降-250804,,,,2,2025-08-07 09:12:54,资金净流入，交投活跃度下降。上周全A成交额9.05万亿，较前一周下降，换手率9.13%，较前一周下降，资金供给端中基金、两融净流入，ETF净流出；资金需求端IPO规模为8.74...,张冬冬，吴步升,15,2025-08-05,heng******ima
投资策略,金圆统一证券-策略月报：指数化投资策略月报（2025年8月）-250801,,,,2,2025-08-07 09:12:54,"主要观点：
　　√中证全指的风险溢价百分位为65.79%，表明市场整体处于正常回报区域。
　　√中证全指的市净率百分位为31.17%，表明市场整体处于正常估值状态。
　　√目前...",林烽,11,2025-08-05,zhou******eng
投资策略,东吴证券-北交所定期报告：北证50指数收涨0.96%，军工和AI硬件板块表现强势-250804,,,,2,2025-08-07 09:12:54,资本市场新闻：1）7月A股新开户数196万户，同比增长71%。从月度对比来看，2025年7月环比2025年6月增长19.27%。与2024年7月新增115万户开户数相比，202...,朱洁羽，易申申，余慧勇,8,2025-08-05,kk***3
投资策略,德邦证券-海外市场月报：降息交易迎布局窗口-250804,,,,2,2025-08-07 09:12:54,7月全球股市涨多跌少。美国三大股指集体上涨但分化明显，其中纳斯达克指数领涨，道指基本持平；欧洲三大主要指数走势较强，其中英国富时100表现甚至优于纳指；亚太市场方面，越南VN3...,薛威，谭诗吟,10,2025-08-04,青**寸
投资策略,国金证券-资金跟踪系列之五：市场热度维持阶段高位，两融活跃度续创年内新高-250804,,,,2,2025-08-07 09:12:54,"宏观流动性：
　　上周美元指数再度回升，中美利差“倒挂”程度有所收敛。10Y美债名义/实际利率均回落，通胀预期同样回落。离岸美元流动性整体宽松，国内银行间资金面整体均衡偏松，期...",牟一凌，梅锴,32,2025-08-04,14***7
投资策略,慧博智能投研-机构一周策略综述-250804,,,,2,2025-08-07 09:12:54,"1、申万宏源
　　短期调整的背景是，市场轮涨补涨行情充分演绎，市场稳定性略有下降。7月政治局会议和中美新一轮谈判并非低于预期，只是未提供新的突破线索。带领市场进一步突破的主线结...",慧博智能投研,4,2025-08-04,慧博
投资策略,华福证券-8月红利指向AH均衡-250804,,,,2,2025-08-07 09:12:54,"投资要点：
　　AH双市轮动策略，构建收益更优的红利+组合。我们在2/17发布的《红利+：AH双市轮动策略》通过解析A股和H股红利的驱动因素，提出AH红利轮动策略，提高红利组合...",周浦寒,5,2025-08-04,lik****er
投资策略,天风证券-中观景气度高频跟踪及运用：中观景气度数据库和定量模型应用-250804,,,,2,2025-08-07 09:12:54,从整体的行业景气度方面来看，本周电力设备、电子、医药生物、家用电器等行业整体呈上行趋势；钢铁、建筑材料、机械设备、食品饮料、纺织服饰、汽车、非银金融、银行、房地产、环保、商贸零...,吴开达，孙希民,17,2025-08-04,zzj5******919
投资策略,东吴证券-策略点评：全球为何普跌？——港股&海外周观察-250804,,,,2,2025-08-07 09:12:54,"本周（2025年7月28日-2025年8月1日）发达市场与新兴市场同时转跌。从跌幅来看，发达市场和新兴市场均下跌2.5%。
　　港股：本周恒生科技下跌4.9%，恒指下跌3.5%...",陈梦，葛晓媛,11,2025-08-04,su***i
投资策略,粤开证券-粤开市场日报-250804,,,,2,2025-08-07 09:12:54,"今日关注
　　指数涨跌情况：今日A股主要宽基指数全数上涨。截止收盘，沪指涨0.66%，收报3583.31点；深证成指涨0.46%，收报11041.56点；创业板指涨0.50%，...",孟之绪,6,2025-08-04,刘**民
投资策略,慧博智能投研-慧博研报炼金之研报头条精华：全面慢牛需要具备什么条件？-250804,,,,2,2025-08-07 09:12:54,"策略——全面慢牛需要具备什么条件？
　　（一）全面慢牛需要具备什么条件？
　　1.美股全面慢牛主要受基本面、分红、流动性等因素驱动
　　美股持续全面慢牛主要受基本面走强、分红较...",慧博智能投研,19,2025-08-04,慧博
投资策略,中邮证券-策略观点：进退有时，张弛有度-250804,,,,2,2025-08-07 09:12:54,"投资要点
　　本周A股先涨后跌，政治局会议后市场情绪反转。本周主要股指全数收跌，其中中证1000跌幅最小为0.54%，其余主要指数中代表权重蓝筹的中证A50和沪深300跌幅较大...",黄子崟,11,2025-08-04,di***r
投资策略,宏信证券-一周市场回顾-250804,,,,2,2025-08-07 09:12:54,"A股市场：
　　本周A股上证指数下跌0.94%，收于3559.95点，深证成指下跌1.58%，收于10991.32点，创业板指下跌0.74%，收于2322.63点。价值风格类板...",马遥识途,7,2025-08-04,tcl****99
投资策略,中原证券-一周要闻与投资参考-250804,,,,2,2025-08-07 09:12:54,"7月28日，工信部部署下半年八方面重点工作
　　7月30日，中共中央政治局召开会议
　　7月31日，国家发展改革委召开上半年发展改革形势通报会并部署下半年工作
　　 7月31日...",徐至,38,2025-08-04,申**波
投资策略,华福证券-如何理解这次回调？-250804,,,,3,2025-08-07 09:12:56,"投资要点：
　　本周（7/28-8/1）市场先扬后抑，全A收跌-1.09%。从指数情况看，仅微盘股收涨，科创50、沪深300、中证红利领跌。从风格情况看，医药医疗领涨，周期领跌...",周浦寒,11,2025-08-04,Si***r
投资策略,华福证券-【华福策略】市场状态高频数据库——7月第5周-250804,,,,3,2025-08-07 09:12:56,"风险提示：一是地缘政治风险超预期；二是宏观经济不及预期；三是海外市场大幅波动等。
　　...",周浦寒,1,2025-08-04,tt5****17
投资策略,开源证券-北交所策略专题报告：北证50调仓窗口期临近，指数基金破113亿布局稀缺α应对高β震荡-250803,,,,3,2025-08-07 09:12:56,"专题：北证50名单将定期调整，指数基金规模/跟踪产品数量高增长
　　2025年9月第二个周五的下一个交易日（即9月11日），北证50指数样本股将进行2025年第三次调整。根据指...",诸海滨,16,2025-08-04,箫***
投资策略,中航证券-震荡调整是为了更稳步的突破-250802,,,,3,2025-08-07 09:12:56,"核心观点:
　　本周沪指最高达到3636.17点，距去年10月8日最高点3674.40点仅不到40点。但后半周沪指连续两日调整后，本周沪指未能站稳3600点，并终结此前周K线五...",董忠云，刘庆东,10,2025-08-04,hn***l
投资策略,长城证券-周度策略行业配置观点：潜龙勿用也勿疑-250804,,,,3,2025-08-07 09:12:56,一周热点事件复盘：中美对等关税实施暂缓，中国7月政治局会议节奏平稳，中国网信办就H20安全问题约谈英伟达，美国降息预期再度推迟。本周（2025年7月28日-2025年8月1日）...,汪毅，王正洁,8,2025-08-04,Sta****ce
投资策略,国金证券-地缘政治周观察|俄乌冲突与美国二级关税情景预判-250803,,,,3,2025-08-07 09:12:56,"核心观点
　　地缘动向复盘：本周，美国宣布与欧盟达成贸易协议、与中国在斯德哥尔摩完成第三轮经贸会谈，美国谈判形势整体好转，周五特朗普向未达成协议国家落实“8月1日对等关税”。对...",杨佳妮,15,2025-08-04,ahhu******007
投资策略,国信证券-主题投资月度观察（2025年第7期）：AI革命浪潮与“反内卷”共振-250803,,,,3,2025-08-07 09:12:56,海外科技映射：(1) OpenAI发布ChatGPTAgent：通用型AI代理实现端到端交互，内置工具自主选择能力，HLE测试得分41.6%（工具辅助）；(2) xAI推出Gr...,王开，陈凯畅,26,2025-08-03,lei****na
投资策略,国信证券-估值周观察（8月第1期）：全球估值普遍收敛-250803,,,,3,2025-08-07 09:12:56,"核心观点
　　近一周（2025.7.28-2025.8.1）海外市场普遍下跌。美股全线收跌，道指跌幅居前；欧洲市场德法领跌，英国相对抗跌；亚太地区全线走弱，日韩下跌，港股跌幅显...",王开，陈凯畅,27,2025-08-03,rj***y
投资策略,开源证券-北交所策略专题报告：有机硅行业景气上行，关注北交所硅烷科技、华密新材等标的-250803,,,,3,2025-08-07 09:12:56,"有机硅行业景气上行，关注北交所硅烷科技、华密新材等标的
　　8月1日，工信部印发2025年度多晶硅行业专项节能监察任务清单的通知。通知要求，各地工信部在工业节能监察过程中，要贯...",诸海滨,12,2025-08-03,jor****07
投资策略,慧博智能投研-机构周策略：机构观点及行业配置-250803,,,,3,2025-08-07 09:12:56,"申万宏源
　　核心观点
　　本周高景气可外推、可以看长做短的结构领涨，景气预期和牛市预期叠加，强化了短期超额收益。
　　建议关注
　　1）可以看长做短的结构：医药、海外算力。2...",慧博智能投研,1,2025-08-03,慧博
投资策略,华西证券-海外周报：小菜园发布25H1盈喜预告，中国香港《稳定币条例草案》正式生效-250803,,,,3,2025-08-07 09:12:56,"核心结论:
　　小菜园：发布25H1盈喜预告
　　小菜园发布业绩预告，25H1净利润3.6亿-3.8亿元/较24年同期同比增长28.57%-35.71%。净利润增长的主要原因：...",刘文正，邓奕辰，刘彦菁,16,2025-08-03,eri****00
投资策略,国信证券-8月策略观点：波动放大如何应对？-250803,,,,3,2025-08-07 09:12:56,7月复盘：市场迎来年初以来最顺畅的主升段。6月末稳定币法案、7月初统一大市场建设，制造业企业座谈会强调反内卷，市场风偏有所提振。7月初，“反内卷”行动相关政策频出，工信部于7月...,王开，陈凯畅,32,2025-08-03,nba****11
投资策略,华安证券-科技行情的五大预警信号行至何位？-250803,,,,3,2025-08-07 09:12:56,中央政治局会议、中美经贸谈判及美联储议息会议平稳落地，整体基本符合或略低于市场预期。近日市场小幅调整或已对此反应。短期扰动不改市场中期向好趋势，后续关注中报业绩兑现情况以及政策...,郑小霞，刘超，张运智,11,2025-08-03,200****36
投资策略,华福证券-7月新股上市及基金收益月度跟踪-250803,,,,3,2025-08-07 09:12:56,"投资要点：
　　IPO发行规模与节奏：IPO发行规模与节奏：2025年7月A股市场IPO融资总规模为48.87亿元。其中，主板融资规模为21.05亿元，创业板为22.16亿元。...",周浦寒，章孟菲,10,2025-08-03,che****18
投资策略,开源证券-中小盘周报：看好工业X射线检测，关注可降解餐饮具-250803,,,,3,2025-08-07 09:12:56,"本周观点：X射线检测持续高景气，国内龙头借助并购进军全球检测龙头
　　下游需求持续高景气，工业X射线检测迎来结构性增长机遇。随着电子半导体需求旺盛（PCB制程检测等泛AI需求快...",周佳，张越,30,2025-08-03,and****86
投资策略,华福证券-产业经济周观点：美国有望降息且推动通胀上升的概率较高-250803,,,,3,2025-08-07 09:12:56,"近期观点
　　1、美国经济内生性下行压力较大，预计财政和货币政策有望推动美国经济维持稳定，且通胀压力不断上升。
　　2、中国价格复苏后，对就业呈现正面影响，对产出或有抑制，总量...",李浩，李刘魁,13,2025-08-03,Jame******321
投资策略,东方证券-策略周报：指数震荡，坚定科技-250803,,,,3,2025-08-07 09:12:56,"研究结论
　　全球普跌，中国市场迎布局机会
　　全球市场普跌，但海内外市场调整原因不同
　　海外市场普跌的主要原因是美国非农低于预期、美联储鹰派表态和全球关税实质性落地的综合结...",张书铭,9,2025-08-03,bear******hen
投资策略,东海证券-资产配置周报：从股、债、商品的跷跷板效应，看好权益资产的配置价值-250803,,,,3,2025-08-07 09:12:56,全球大类资产回顾。8月1日当周，全球股市多数下跌；主要商品期货中原油、黄金上涨，铜、铝下跌；美元指数上涨，非美货币贬值。1）权益方面：英国富时100>创业板指>上证指数>深证成...,张季恺，谢建斌，刘思佳,26,2025-08-03,har****66
投资策略,财信证券-宏观策略周报：A股迎来调整，近期保持谨慎-250803,,,,3,2025-08-07 09:12:56,大势研判。情绪面，上周（7.28-8.1）大盘迎来调整，同时面临宏观层面一定扰动，短期资金风险偏好或有所下降；技术面，上周沪指跌破5日、10日均线，短线震荡上行趋势需观察；资金...,叶彬,10,2025-08-03,gy3****00
投资策略,国投证券-莫愁前路-250803,,,,3,2025-08-07 09:12:56,本周上证指数跌0.94%，沪深300跌1.75%，中证500跌1.37%，创业板指跌0.74%，恒生指数跌3.47%。价值风格表现弱于成长风格。本周全A日均交易额18096亿，...,林荣雄，邹卓青，黄玮宗,37,2025-08-03,bing******ia2
